obj,src,value
"Vézelay, Church and Hill",wickedtoday.com,Burgundy Region
"Pitons, cirques and remparts of Reunion Island",www.alizesmontagnes.com,France
"Pitons, cirques and remparts of Reunion Island",www.worldheritagesite.org,France
"Pitons, cirques and remparts of Reunion Island",cmsdata.iucn.org,South central part of the island
"Pitons, cirques and remparts of Reunion Island",www.pinterest.com,Africa
"Pitons, cirques and remparts of Reunion Island",wiki.du.se,France
Episcopal City of Albi,whc.unesco.org,Europe and North America
Episcopal City of Albi,worldheritage.routes.travel,France
Episcopal City of Albi,www.catharcastles.info,France
Episcopal City of Albi,www.ovpm.org,Europe and North America
Chartres Cathedral,en.wikipedia.org,France
Chartres Cathedral,www.booking.com,France
Chartres Cathedral,labyrinthlocator.com,France
Chartres Cathedral,www.labyrinthos.net,England
Chartres Cathedral,www.tripadvisor.com,France
Nord-Pas de Calais Mining Basin,www.mining.com,France
Nord-Pas de Calais Mining Basin,matadornetwork.com,France
Nord-Pas de Calais Mining Basin,whc.unesco.org,City of Galle
Nord-Pas de Calais Mining Basin,en.wikivoyage.org,France
Nord-Pas de Calais Mining Basin,www.worldheritagesite.org,France
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",www.unesco.org,France
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",www.anglo.ca,France
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",whc.unesco.org,City of Galle
Amiens Cathedral,en.wikipedia.org,France
Amiens Cathedral,labyrinthlocator.com,France
Amiens Cathedral,www.dici.org,France
Amiens Cathedral,www.mapsofworld.com,France
Bourges Cathedral,www.monuments-nationaux.fr,South Province
Bourges Cathedral,www.hotels.com,France
Bourges Cathedral,www.britannica.com,France
Bourges Cathedral,www.rareartfinder.com,France
Bourges Cathedral,theluxurytravelexpert.com,France
Bourges Cathedral,www.agoda.com,France
Bourges Cathedral,www.sciencedirect.com,France
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",www.pinterest.com,France
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",in.pinterest.com,France
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",www.romeacrosseurope.com,Europe and North America
"Champagne Hillsides, Houses and Cellars",en.wikipedia.org,France
"Champagne Hillsides, Houses and Cellars",myunesco.net,France
"Champagne Hillsides, Houses and Cellars",www.informea.org,France
Abbey Church of Saint-Savin sur Gartempe,www.medievalhistories.com,Poitou-Charentes Region
Abbey Church of Saint-Savin sur Gartempe,en.wikipedia.org,Department of Vienne
Abbey Church of Saint-Savin sur Gartempe,www.chez-robineau.com,France
Abbey Church of Saint-Savin sur Gartempe,www.tourisme-vienne.com,Department of Vienne
Abbey Church of Saint-Savin sur Gartempe,www.facebook.com,Poitou-Charentes Region
Abbey Church of Saint-Savin sur Gartempe,www.gcatholic.org,Poitou-Charentes Region
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",whc.unesco.org,France
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",www.facebook.com,France
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",www.trip.com,France
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",heindorffhus.motivsamler.dk,France
Historical Monuments of Mtskheta,en.wikipedia.org,City of Mtskheta
Historical Monuments of Mtskheta,www.informea.org,Georgia
Historical Monuments of Mtskheta,prezi.com,City of Mtskheta
Historical Monuments of Mtskheta,mic.com,City of Mtskheta
Historical Monuments of Mtskheta,www.ugogeorgia.com,Region of Mtskheta-Mtianeti
Historical Monuments of Mtskheta,heindorffhus.motivsamler.dk,City of Mtskheta
Historical Monuments of Mtskheta,blackseatourism.org,City of Mtskheta
Upper Svaneti,www.airbnb.co.uk,Georgia
Upper Svaneti,www.shutterstock.com,Europe and North America
Upper Svaneti,www.tripadvisor.com,Georgia
Upper Svaneti,ideas.repec.org,Georgia
Bagrati Cathedral and Gelati Monastery,en.wikipedia.org,Europe and North America
Bagrati Cathedral and Gelati Monastery,whc.unesco.org,Georgia
Bagrati Cathedral and Gelati Monastery,www.lonelyplanet.com,City of Kutaisi
Bagrati Cathedral and Gelati Monastery,www.tripadvisor.com,City of Kutaisi
Bagrati Cathedral and Gelati Monastery,www.agoda.com,City of Kutaisi
Bagrati Cathedral and Gelati Monastery,www.ugogeorgia.com,Georgia
Bagrati Cathedral and Gelati Monastery,www.reinisfischer.com,City of Kutaisi
Bagrati Cathedral and Gelati Monastery,www.worldheritagesite.org,City of Mtskheta
Speyer Cathedral,www.easytobook.com,Germany
Speyer Cathedral,www.radessays.com,Germany
Speyer Cathedral,www.anglicancatholic.org,Province of Rome
Speyer Cathedral,www.booking.com,Germany
Castles of Augustusburg and Falkenlust at Brühl,en.wikipedia.org,Germany
Castles of Augustusburg and Falkenlust at Brühl,www.timetravelturtle.com,Germany
Castles of Augustusburg and Falkenlust at Brühl,whc.unesco.org,City of Galle
Castles of Augustusburg and Falkenlust at Brühl,www.youtube.com,Germany
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",www.yelp.com,Germany
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",www.youtube.com,Germany
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",www.trier-info.de,Germany
Garden Kingdom of Dessau-Wörlitz,en.wikipedia.org,Europe and North America
Garden Kingdom of Dessau-Wörlitz,www.gartenreich.com,Europe and North America
Garden Kingdom of Dessau-Wörlitz,www.tripadvisor.com,Germany
Garden Kingdom of Dessau-Wörlitz,www.timetravelturtle.com,Germany
Garden Kingdom of Dessau-Wörlitz,www.germany.travel,Germany
"Collegiate Church, Castle and Old Town of Quedlinburg",en.wikipedia.org,South Province
"Collegiate Church, Castle and Old Town of Quedlinburg",whc.unesco.org,City of Galle
"Collegiate Church, Castle and Old Town of Quedlinburg",en.harzinfo.de,South Province
"Collegiate Church, Castle and Old Town of Quedlinburg",www.germany.travel,Germany
Maulbronn Monastery Complex,www.germany.travel,Germany
Maulbronn Monastery Complex,blog.naver.com,Germany
Maulbronn Monastery Complex,forum.postcrossing.com,England
Maulbronn Monastery Complex,www.thelocal.de,Berlin (city-state)
Town of Bamberg,www.mapsofworld.com,Germany
Town of Bamberg,www.tripadvisor.com,Bam District
Town of Bamberg,en.wikipedia.org,State of Thuringia (Thüringen)
Town of Bamberg,www.tripadvisor.ca,Bam District
Town of Bamberg,www.booking.com,Bam District
Town of Bamberg,www.worldofwanderlust.com,Germany
Town of Bamberg,www.mapquest.com,Germany
Town of Bamberg,townofandrews.org,South Province
Völklingen Ironworks,www.booking.com,Germany
Völklingen Ironworks,en.wikipedia.org,State of Saxony-Anhalt (Sachsen-Anhalt)
Völklingen Ironworks,www.urbanghostsmedia.com,State of North Rhine-Westphalia (Nordrhein-Westfalen)
Völklingen Ironworks,forum.postcrossing.com,Germany
Classical Weimar,en.wikipedia.org,Germany
Classical Weimar,www.musicweb-international.com,Germany
"Museumsinsel (Museum Island), Berlin",en.wikipedia.org,Berlin (city-state)
"Museumsinsel (Museum Island), Berlin",www.museumsportal-berlin.de,Berlin (city-state)
"Museumsinsel (Museum Island), Berlin",www.berlin.de,Berlin (city-state)
"Museumsinsel (Museum Island), Berlin",www.visitberlin.de,Berlin (city-state)
"Museumsinsel (Museum Island), Berlin",www.museumsinsel-berlin.de,Berlin (city-state)
"Museumsinsel (Museum Island), Berlin",foursquare.com,Berlin (city-state)
"Museumsinsel (Museum Island), Berlin",www.tripadvisor.com,Germany
Wartburg Castle,www.worldheritage.org,Europe and North America
Wartburg Castle,military.wikia.com,Eisenach
Wartburg Castle,www.uncommon-travel-germany.com,Germany
Wartburg Castle,openbuildings.com,State of Thuringia (Thüringen)
Wartburg Castle,www.revolvy.com,State of Thuringia (Thüringen)
Monastic Island of Reichenau,en.wikipedia.org,Germany
Monastic Island of Reichenau,www.germany.travel,Germany
Monastic Island of Reichenau,www.unesco-welterbe.de,South central part of the island
Monastic Island of Reichenau,whc.unesco.org,City of Galle
Monastic Island of Reichenau,www.worldheritagesite.org,Germany
Monastic Island of Reichenau,theislandreview.com,South central part of the island
Zollverein Coal Mine Industrial Complex in Essen,www.tripadvisor.com,Germany
Zollverein Coal Mine Industrial Complex in Essen,www.timetravelturtle.com,Germany
Zollverein Coal Mine Industrial Complex in Essen,humpingpact.com,Germany
Historic Centres of Stralsund and Wismar,whc.unesco.org,Germany
Historic Centres of Stralsund and Wismar,www.germany.travel,Germany
Historic Centres of Stralsund and Wismar,heindorffhus.motivsamler.dk,Germany
Historic Centres of Stralsund and Wismar,www.gounesco.com,Vienna
Town Hall and Roland on the Marketplace of Bremen,whc.unesco.org,Bremen (city-state)
Town Hall and Roland on the Marketplace of Bremen,en.wikipedia.org,Bremen (city-state)
Town Hall and Roland on the Marketplace of Bremen,www.timetravelturtle.com,Germany
Town Hall and Roland on the Marketplace of Bremen,www.unesco.de,Bremen (city-state)
Town Hall and Roland on the Marketplace of Bremen,www.wikidata.org,Bremen (city-state)
Town Hall and Roland on the Marketplace of Bremen,www.youtube.com,Germany
Town Hall and Roland on the Marketplace of Bremen,www.marriott.com,Bremen (city-state)
Old town of Regensburg with Stadtamhof,en.wikipedia.org,Germany
Old town of Regensburg with Stadtamhof,www.regensburg.de,Germany
Old town of Regensburg with Stadtamhof,www.germany.travel,Germany
Old town of Regensburg with Stadtamhof,www.timetravelturtle.com,Germany
Berlin Modernism Housing Estates,www.stadtentwicklung.berlin.de,Berlin (city-state)
Berlin Modernism Housing Estates,en.wikipedia.org,Berlin (city-state)
Berlin Modernism Housing Estates,www.alltravels.com,Germany
Berlin Modernism Housing Estates,whc.unesco.org,Wallonia Region
Berlin Modernism Housing Estates,forum.postcrossing.com,Berlin (city-state)
Berlin Modernism Housing Estates,www.house-housing.com,New York
St Mary's Cathedral and St Michael's Church at Hildesheim,en.wikipedia.org,Germany
St Mary's Cathedral and St Michael's Church at Hildesheim,www.spottinghistory.com,Germany
St Mary's Cathedral and St Michael's Church at Hildesheim,www.niedersachsen-tourism.com,State of Lower Saxony (Niedersachsen)
St Mary's Cathedral and St Michael's Church at Hildesheim,www.germany.travel,Germany
St Mary's Cathedral and St Michael's Church at Hildesheim,www.wikidata.org,Germany
Cologne Cathedral,www.answers.com,Moscow
Cologne Cathedral,www.nationsonline.org,Germany
Cologne Cathedral,www.tripadvisor.com,Germany
Cologne Cathedral,en.wikipedia.org,Luxembourg
Hanseatic City of Lübeck,www.timetravelturtle.com,Germany
Hanseatic City of Lübeck,www.youtube.com,Germany
Hanseatic City of Lübeck,www.unesco.org,Northern Region
Messel Pit Fossil Site,www.germany.travel,Germany
Messel Pit Fossil Site,www.age-of-the-sage.org,Germany
Messel Pit Fossil Site,www.facebook.com,Germany
Messel Pit Fossil Site,www.thelocal.de,Austria
Messel Pit Fossil Site,simple.wikipedia.org,Germany
Würzburg Residence with the Court Gardens and Residence Square,whc.unesco.org,City of Galle
Würzburg Residence with the Court Gardens and Residence Square,www.youtube.com,Germany
Würzburg Residence with the Court Gardens and Residence Square,www.residenz-wuerzburg.de,State of Bavaria (Bayern)
Würzburg Residence with the Court Gardens and Residence Square,unesco-world-heritage.silk.co,District of Lower Franconia
Fagus Factory in Alfeld,www.archdaily.com,Germany
Fagus Factory in Alfeld,www.developers.prod.facebook.com,State of Lower Saxony (Niedersachsen)
Fagus Factory in Alfeld,worldheritage.si.edu,Germany
Fagus Factory in Alfeld,architectuul.com,Germany
Fagus Factory in Alfeld,www.grecon.com,District of Hanover
Margravial Opera House Bayreuth,en.wikipedia.org,Europe and North America
Margravial Opera House Bayreuth,www.bayreuth-wilhelmine.de,Bavaria
Margravial Opera House Bayreuth,www.sanierung-opernhaus-bayreuth.de,Europe and North America
Margravial Opera House Bayreuth,www.schloesser.bayern.de,Bavaria
Margravial Opera House Bayreuth,www.bavaria.by,Germany
Margravial Opera House Bayreuth,www.germany.travel,Germany
Margravial Opera House Bayreuth,www.facebook.com,Germany
Pilgrimage Church of Wies,www.timetravelturtle.com,Town of Steingaden
Pilgrimage Church of Wies,whc.unesco.org,State of Bavaria (Bayern)
Pilgrimage Church of Wies,www.worldheritagesite.org,State of Bavaria (Bayern)
Pilgrimage Church of Wies,www.tripadvisor.com,Town of Steingaden
Pilgrimage Church of Wies,findery.com,Town of Steingaden
Pilgrimage Church of Wies,www.germany.travel,Germany
Pilgrimage Church of Wies,www.bavaria.by,Region of Upper Bavaria
Abbey and Altenmünster of Lorsch,whc.unesco.org,Germany
Abbey and Altenmünster of Lorsch,unesco-world-heritage.silk.co,Europe and North America
Bergpark Wilhelmshöhe,www.hotels.com,Germany
Bergpark Wilhelmshöhe,en.wikipedia.org,State of Saxony-Anhalt (Sachsen-Anhalt)
Bergpark Wilhelmshöhe,sg.hotels.com,Central Province
Bergpark Wilhelmshöhe,www.germany-insider-facts.com,Germany
Bergpark Wilhelmshöhe,www.booking.com,Western Region
Aachen Cathedral ,en.wikipedia.org,Germany
Aachen Cathedral ,www.tripadvisor.com,Germany
Aachen Cathedral ,journeyaroundtheglobe.com,Germany
Carolingian Westwork and Civitas Corvey,en.wikipedia.org,Europe and North America
Carolingian Westwork and Civitas Corvey,www.timetravelturtle.com,Germany
Carolingian Westwork and Civitas Corvey,www.germany.travel,Germany
Carolingian Westwork and Civitas Corvey,www.spottinghistory.com,Germany
Carolingian Westwork and Civitas Corvey,en.fotolia.com,Germany
Asante Traditional Buildings,www.wmf.org,Asante Region
Asante Traditional Buildings,www.archaeolink.com,Asante Region
Asante Traditional Buildings,forum.postcrossing.com,Democratic People's Republic of Korea
Asante Traditional Buildings,whc.unesco.org,Wallonia Region
Asante Traditional Buildings,quizlet.com,France
Asante Traditional Buildings,www.visitmexico.com,Guanajuato Region
Asante Traditional Buildings,www.nasdaq.com,Asante Region
Asante Traditional Buildings,en.wikipedia.org,Asante Region
Archaeological Site of Delphi,en.wikipedia.org,Greece
Archaeological Site of Delphi,ancient-greece.org,Greece
Archaeological Site of Delphi,www.greekhotel.com,Europe and North America
Archaeological Site of Delphi,libguides.wwu.edu,State of Washington
Mount Athos,www.independent.co.uk,Greece
Mount Athos,www.visitgreece.gr,Greece
Mount Athos,odysseus.culture.gr,Greece
Mount Athos,www.youtube.com,Greece
Mount Athos,www.amazon.com,Western Region
Paleochristian and Byzantine Monuments of Thessalonika,en.wikipedia.org,Prefecture of Thessaloniki
Paleochristian and Byzantine Monuments of Thessalonika,whc.unesco.org,Greece
Paleochristian and Byzantine Monuments of Thessalonika,www.visitgreece.gr,Prefecture of Thessaloniki
Paleochristian and Byzantine Monuments of Thessalonika,www.tripadvisor.com,Prefecture of Thessaloniki
Paleochristian and Byzantine Monuments of Thessalonika,www.wikiwand.com,Prefecture of Thessaloniki
Paleochristian and Byzantine Monuments of Thessalonika,www.wow.com,Prefecture of Thessaloniki
Paleochristian and Byzantine Monuments of Thessalonika,heindorffhus.motivsamler.dk,Greece
Sanctuary of Asklepios at Epidaurus,whc.unesco.org,Greece
Sanctuary of Asklepios at Epidaurus,www.greeka.com,Greece
Sanctuary of Asklepios at Epidaurus,en.wikipedia.org,Greece
Sanctuary of Asklepios at Epidaurus,www.visitgreece.gr,Greece
Medieval City of Rhodes,visitgreece.gr,Greece
Medieval City of Rhodes,en.wikipedia.org,Europe and North America
Medieval City of Rhodes,whc.unesco.org,Greece
Medieval City of Rhodes,www.europetravel.gr,Europe and North America
Medieval City of Rhodes,www.bigboytravel.com,Europe and North America
Archaeological Site of Mystras,en.wikipedia.org,Greece
Archaeological Site of Mystras,www.visitgreece.gr,Greece
Archaeological Site of Mystras,www.greeka.com,Prefecture of Laconia
Archaeological Site of Mystras,whc.unesco.org,City of Galle
Archaeological Site of Mystras,www.trip.com,Greece
Archaeological Site of Olympia,en.wikipedia.org,Greece
Archaeological Site of Olympia,www.olympia-greece.org,Greece
Archaeological Site of Olympia,www.visitgreece.gr,Greece
Archaeological Site of Olympia,ancient-greece.org,Greece
Archaeological Site of Olympia,www.gtp.gr,Greece
Archaeological Site of Olympia,www.worldheritagesite.org,Greece
Archaeological Site of Olympia,www.britannica.com,Greece
Archaeological Site of Olympia,www.dahp.wa.gov,State of Washington
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",whc.unesco.org,Regions of Attica
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",en.wikipedia.org,Greece
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",kfo.ath.cx,Greece
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",commons.wikimedia.org,South central part of the island
Pythagoreion and Heraion of Samos,en.wikipedia.org,Prefecture of Samos
Pythagoreion and Heraion of Samos,whc.unesco.org,Greece
Pythagoreion and Heraion of Samos,www.samosrooms.gr,Prefecture of Samos
Pythagoreion and Heraion of Samos,www.greeka.com,Prefecture of Samos
Pythagoreion and Heraion of Samos,www.wikidata.org,Greece
Pythagoreion and Heraion of Samos,www.newikis.com,Prefecture of Samos
Pythagoreion and Heraion of Samos,www.visitgreece.gr,Greece
Pythagoreion and Heraion of Samos,dictionary.sensagent.com,Prefecture of Samos
Archaeological Site of Aigai (modern name Vergina),whc.unesco.org,City of Galle
Archaeological Site of Aigai (modern name Vergina),www.scribd.com,Prefecture of Imathia
Archaeological Site of Aigai (modern name Vergina),www.pinterest.com,the Former Yugoslav Republic of Macedonia
Archaeological Site of Aigai (modern name Vergina),en.wikipedia.org,Greece
Archaeological Site of Aigai (modern name Vergina),soa111.wordpress.com,Greece
Archaeological Sites of Mycenae and Tiryns,www.visitgreece.gr,Greece
Archaeological Sites of Mycenae and Tiryns,ancient-greece.org,Greece
Archaeological Sites of Mycenae and Tiryns,en.wikipedia.org,Greece
Archaeological Sites of Mycenae and Tiryns,soa111.wordpress.com,Greece
Archaeological Sites of Mycenae and Tiryns,www.worldheritagesite.org,Greece
Archaeological Sites of Mycenae and Tiryns,www.greece-is.com,Greece
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,whc.unesco.org,South central part of the island
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,breiz.positive.pagesperso-orange.fr,Greece
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,www.gounesco.com,South central part of the island
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,heindorffhus.motivsamler.dk,South central part of the island
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,www.unescoworldheritagesite.com,South central part of the island
Old Town of Corfu,whc.unesco.org,City of Galle
Old Town of Corfu,www.facebook.com,Greece
Old Town of Corfu,www.greeka.com,Greece
Old Town of Corfu,www.greecetravel.com,Greece
Archaeological Site of Philippi,en.wikipedia.org,Greece
Archaeological Site of Philippi,www.tripadvisor.com,Greece
Archaeological Site of Philippi,whc.unesco.org,Greece
Tikal National Park,en.wikipedia.org,Latin America and the Caribbean
Tikal National Park,www.enjoyguatemala.com,Guatemala
Tikal National Park,www.thoughtco.com,Guatemala
Tikal National Park,globaledge.msu.edu,Guatemala
Tikal National Park,www.tripadvisor.com,Guatemala
Antigua Guatemala,en.wikipedia.org,Latin America and the Caribbean
Antigua Guatemala,www.mapsofworld.com,Europe and North America
Antigua Guatemala,www.entfernungsrechner.net,Europe and North America
Antigua Guatemala,www.antigua-barbuda.org,Antigua and Barbuda
Antigua Guatemala,www.gomapper.com,Europe and North America
Antigua Guatemala,www.clocate.com,Guatemala
Antigua Guatemala,travel.state.gov,Guatemala
Antigua Guatemala,www.pri.org,Guatemala
Archaeological Park and Ruins of Quirigua,www.tripadvisor.com,Guatemala
Archaeological Park and Ruins of Quirigua,whc.unesco.org,City of Galle
Archaeological Park and Ruins of Quirigua,www.sailing-diving-guatemala.com,Guatemala
Archaeological Park and Ruins of Quirigua,www.enjoyguatemala.com,Guatemala
Archaeological Park and Ruins of Quirigua,www.wmf.org,Guatemala
Archaeological Park and Ruins of Quirigua,www.historvius.com,Guatemala
Archaeological Park and Ruins of Quirigua,blog.caravan.com,Guatemala
"National History Park – Citadel, Sans Souci, Ramiers",whc.unesco.org,City of Galle
"National History Park – Citadel, Sans Souci, Ramiers",www.worldheritagesite.org,Western Region
"National History Park – Citadel, Sans Souci, Ramiers",en.wikipedia.org,Haiti
"National History Park – Citadel, Sans Souci, Ramiers",www.gounesco.com,Haiti
"National History Park – Citadel, Sans Souci, Ramiers",world_heritage.jaxa.jp,Haiti
Vatican City,www.answers.com,Italy
Vatican City,www.aviewoncities.com,Province of Rome
Vatican City,www.rometoolkit.com,Province of Rome
Vatican City,www.nationsonline.org,Holy See
Vatican City,www.vatican.com,Province of Rome
Vatican City,en.wikipedia.org,Holy See
Vatican City,www.skylinewebcams.com,Province of Colon
Río Plátano Biosphere Reserve,en.wikipedia.org,Latin America and the Caribbean
Río Plátano Biosphere Reserve,whc.unesco.org,Honduras
Río Plátano Biosphere Reserve,www.tripadvisor.com,Honduras
Río Plátano Biosphere Reserve,www.lonelyplanet.com,Honduras
Río Plátano Biosphere Reserve,kuscholarworks.ku.edu,Honduras
Río Plátano Biosphere Reserve,sites.google.com,Costa Rica
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",www.budapest.com,Budapest
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",whc.unesco.org,Budapest
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",gotohungary.com,Budapest
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",www.gounesco.com,Budapest
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",www.hungarikum.hu,Budapest
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",www.centraleuropetour.com,Budapest
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",en.wikipedia.org,Budapest
Old Village of Hollókő and its Surroundings,en.wikipedia.org,County of Nógrád
Old Village of Hollókő and its Surroundings,gotohungary.com,Budapest
Old Village of Hollókő and its Surroundings,whc.unesco.org,City of Galle
Old Village of Hollókő and its Surroundings,visit-hungary.com,Budapest
Old Village of Hollókő and its Surroundings,world-heritage-channel.com,Hungary
Old Village of Hollókő and its Surroundings,www.romeacrosseurope.com,Hungary
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,mahan.wonkwang.ac.kr,Hungary
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,heindorffhus.motivsamler.dk,Hungary
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,en.wikipedia.org,Europe and North America
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,www.spottinghistory.com,Hungary
Early Christian Necropolis of Pécs (Sopianae),www.historvius.com,Hungary
Early Christian Necropolis of Pécs (Sopianae),www.budapest.com,Budapest
Early Christian Necropolis of Pécs (Sopianae),whc.unesco.org,City of Galle
Tokaj Wine Region Historic Cultural Landscape,en.wikipedia.org,Slovakia
Tokaj Wine Region Historic Cultural Landscape,whc.unesco.org,City of Galle
Tokaj Wine Region Historic Cultural Landscape,www.koh.hu,Hungary
Tokaj Wine Region Historic Cultural Landscape,link.springer.com,Hungary
Þingvellir National Park,www.whatson.is,Iceland
Þingvellir National Park,travelation-inspiration.blogspot.ca,Iceland
Þingvellir National Park,icelandunlimited.is,Iceland
Þingvellir National Park,www.pinterest.com,Iceland
Surtsey,en.wikipedia.org,Iceland
Surtsey,www.answers.com,Iceland
Surtsey,www.surtsey.is,Iceland
Surtsey,volcano.si.edu,Iceland
"Qutb Minar and its Monuments, Delhi",en.wikipedia.org,Delhi
"Qutb Minar and its Monuments, Delhi",commons.wikimedia.org,Delhi
"Qutb Minar and its Monuments, Delhi",www.unesco.org,Delhi
"Qutb Minar and its Monuments, Delhi",www.delhitourism.gov.in,India
"Qutb Minar and its Monuments, Delhi",www.vacationindia.com,India
"Qutb Minar and its Monuments, Delhi",www.trip.com,New Delhi
"Qutb Minar and its Monuments, Delhi",www.worldheritagesite.org,India
Churches and Convents of Goa,en.wikipedia.org,India
Churches and Convents of Goa,www.worldheritagesite.org,State of Goa
Churches and Convents of Goa,www.facebook.com,India
Churches and Convents of Goa,www.indianetzone.com,India
Churches and Convents of Goa,whc.unesco.org,City of Galle
Churches and Convents of Goa,www.easytoursofindia.com,India
Churches and Convents of Goa,www.kamit.jp,City of Mumbai
Churches and Convents of Goa,www.youtube.com,State of Goa
Churches and Convents of Goa,archive.india.gov.in,India
Churches and Convents of Goa,asi.nic.in,State of Goa
Group of Monuments at Pattadakal,en.wikipedia.org,India
Group of Monuments at Pattadakal,asi.nic.in,State of Karnataka
Group of Monuments at Pattadakal,archive.india.gov.in,India
Group of Monuments at Pattadakal,commons.wikimedia.org,India
Group of Monuments at Pattadakal,www.inspirock.com,India
Group of Monuments at Pattadakal,www.mapsofindia.com,India
Khajuraho Group of Monuments,en.wikipedia.org,State of Madhya Pradesh
Khajuraho Group of Monuments,khajuraho-india.org,India
Khajuraho Group of Monuments,www.mapsofindia.com,India
Ajanta Caves,ajantacaves.com,City of Galle
Ajanta Caves,www.answers.com,Aurangabad District
Ajanta Caves,en.wikipedia.org,Western Region
Ajanta Caves,wikitravel.org,Aurangabad District
Ajanta Caves,www.indus-excursion.com,India
Ajanta Caves,www.tripadvisor.com,Aurangabad District
Ellora Caves,www.tripadvisor.com,Aurangabad District
Ellora Caves,ajantacaves.com,City of Galle
Ellora Caves,asi.nic.in,India
Ellora Caves,www.answers.com,Aurangabad District
Ellora Caves,www.approachguides.com,India
Ellora Caves,www.revolvy.com,India
Elephanta Caves,play.google.com,India
Elephanta Caves,www.tripadvisor.com,India
Elephanta Caves,www.tripadvisor.in,India
Elephanta Caves,puratattva.in,India
Elephanta Caves,www.trabol.com,City of Mumbai
Elephanta Caves,www.10best.com,City of Mumbai
"Sun Temple, Konârak",www.konark.org,State of Orissa
"Sun Temple, Konârak",www.sciencedirect.com,India
"Sun Temple, Konârak",en.wikipedia.org,Puri District
"Sun Temple, Konârak",www.mapsofindia.com,State of Orissa
Group of Monuments at Mahabalipuram,en.wikipedia.org,India
Group of Monuments at Mahabalipuram,www.archive.india.gov.in,India
Group of Monuments at Mahabalipuram,www.wikiomni.com,India
Group of Monuments at Mahabalipuram,infogalactic.com,India
Great Living Chola Temples,whc.unesco.org,India
Great Living Chola Temples,www.mapsofindia.com,India
Great Living Chola Temples,www.wikiomni.com,India
Great Living Chola Temples,www.revolvy.com,India
Great Living Chola Temples,www.tripadvisor.com,India
Great Living Chola Temples,www.godevalaya.com,India
Great Living Chola Temples,www.yatramantra.com,the South District
Agra Fort,www.mapsofindia.com,India
Agra Fort,www.flickr.com,India
Agra Fort,www.thinkingparticle.com,India
Agra Fort,www.mapsofworld.com,India
Agra Fort,www.tajmahal.org.uk,Uttar Pradesh
Agra Fort,www.areapincodes.in,Agra District
Agra Fort,luxurycollectiondestinations.com,Agra District
Agra Fort,www.tripadvisor.com,Agra District
Taj Mahal,www.tajmahal.org.uk,Uttar Pradesh
Taj Mahal,www.mapsofworld.com,India
Taj Mahal,en.wikipedia.org,Uttar Pradesh
Taj Mahal,www.mapsofindia.com,India
Taj Mahal,www.answers.com,Uttar Pradesh
Taj Mahal,www.agraindia.org.uk,India
Taj Mahal,www.tripadvisor.com,Agra District
Fatehpur Sikri,www.booking.com,India
Fatehpur Sikri,www.mapsofindia.com,India
Fatehpur Sikri,www.answers.com,Uttar Pradesh
Fatehpur Sikri,bankifsccode.com,Uttar Pradesh
Fatehpur Sikri,www.distancesfrom.com,Uttar Pradesh
